Title,Owner,State,City/District,Periodity
MEDIA INDIA,L. T. KARAMCHANDANI,DEL,DELHI,M
IMAGE OF INDIA,ANILKUMAR LAL,DEL,DELHI,M
INDIA INDUSTRY TODAY,MEHTA CONSULTANTS & ENGINEERS (I) LTD,DEL,DELHI,M
SULABH INDIA,M/S. SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,DEL,DELHI,M
INDIAN NEWSPAPER ORBIT,SURJEET GUPTA,DEL,DELHI,M
INDIA AND GLOBAL AFFAIRS,ANUBHAV SRIVASTAVA,DEL,DELHI,M
SINDHI SATSANGI OF INDIA,VISHANDAS BEHRANI,DEL,DELHI,M
INDIA BY HEART,DHAIRYAV GROUP,DEL,DELHI,M
ADBHUT INDIA,KALI SHANKAR,DEL,DELHI,M
PRESS PEOPLE IN INDIA,HARISH BHATIA,DEL,DELHI,M
INDIAN TAXATION,J K. SANTANAM,DEL,DELHI,M
INDIA GDR,ALL INDIA INDO-GDR FRIENDSHIP ASSOCIATION,DEL,DELHI,M
INDIA JOURNAL OF COMMUNICATION ARTS,"HEM PUBLIHSERS PVT LTD,",DEL,DELHI,M
SUPREME REPORTER OF INDIA,INDIA LAW AGENCY,DEL,DELHI,M
INDIAN TAX CASES,VINOD KUMAR NIJHAWAN,DEL,DELHI,M
INDIAN REVIEW OF AFRICAN AFFAIRS,INDIAN SOCIETY FOR AFRO-ASIAN STUDIES REGD.,DEL,DELHI,M
REFORM INDIAN,PRAMOD SHRIVASTAVA,DEL,DELHI,M
INDIAN AFFAIRS RECORD,INDIAN COUNCIL OF WORLD AFFAIRS,DEL,DELHI,M
SWASTIK AAWAZ INDIA KI,PRADEEP KUMAR JAISWAL,DEL,DELHI,M
PLAST INDIA,AJEET SINGH,DEL,DELHI,M
INDIAN & WORLD ARTS & CRAFTS,SUJATA,DEL,DELHI,M
SAFARI INDIA,PREM AHLUWALIA,DEL,DELHI,M
BULLETIN OF THE ASSO. OF SCI. WORKERS OF INDIA,ASSOCIATION OF SCINTIFIC WORKERS OF INDIA,DEL,DELHI,M
INDIA TAX MIRROR,INDIAN LAW PUBLICATIONS BUREAU,DEL,DELHI,M
INDIAN JOURNAL OF PEDIATRICS,DR.K.C.CHAUDHURI FOUNDATION,DEL,DELHI,M
HOTELS AND RESTAURANTS INDIA,CROSS SELECTION PUBLICATIONS,DEL,DELHI,M
MUSLIM INDIA,MUSLIN INDIA EDUCATIONAL & CULTURAL TRUST BOARD OF TRUSTEES,DEL,DELHI,M
BITCOM INDIA,P.N.CHOPRA,DEL,DELHI,M
SMT INDIA,M/S. E.M.MEDIA LLP,DEL,DELHI,M
LEGACY INDIA,CHULBUL TIWARI,DEL,DELHI,M
INDIAN ACHIEVERS,RAJEEV GUPTA,DEL,DELHI,M
DISCOVER INDIA,EXPOSURE MEDIA MARKETING PVT. LTD.,DEL,DELHI,M
INDIAN FARMING,INDIAN COUNCIL OF AGRICUTURAL RESEARCH,DEL,DELHI,M
INDIAN QUALITY PRODUCT,LEELA DHAR JOSHI,DEL,DELHI,M
POLICY PROPOSALS FOR INDIA,ANUBHAV SRIVASTAVA,DEL,DELHI,M
INDIAS MOST WANTED,SUHAIB A. ILYASI,DEL,DELHI,M
INDIAN MILITARY REVIEW,RAVINDER KUMAR ARORA,DEL,DELHI,M
INDIA WATER REVIEW,XEGENT CONSULTANTS PVT. LTD.,DEL,DELHI,M
ABHI TAK INDIA,SHOBHA RANI,DEL,DELHI,M
ECONOMY INDIA,MANOHAR MANOJ KUMAR,DEL,DELHI,M
MOTHER INDIA,LALIT 'SUMAN',DEL,DELHI,M
VIRSEY DE VAARS THE INDIAN PUNJABI NEWSPAPER,RAMESH KUMAR,DEL,DELHI,M
BUREAUCRACY INDIA,DEEPAK VYAS,DEL,DELHI,M
INDIAN MUSIC,KAPIL MUNI RAJPAL,DEL,DELHI,M
INDIAN MANAGEMENT,BUSINESS STANDARD LTD.,DEL,DELHI,M
FOREIGN TRADE OF INDIA,"GOVT. OF INDIA, MINSITRY OF COMMERCE",DEL,DELHI,M
INDIAN BUILDER,BUILDERS PUBLICATIONS OF INDIA (PRIVATE) LTD.,DEL,DELHI,M
MARCH OF INDIA,JITENDER NATH,DEL,DELHI,M
NPK INDIANA,DIPAK BASU RAY CHOUDHURY,DEL,DELHI,M
FAME INDIA,RAJ SHREE,DEL,DELHI,M
ETERNAL INDIA,INDIA FIRST FOUNDATION,DEL,DELHI,M
NEWS PANORAMA OF INDIA & WORLD,RAMESH PUBLISHING HOUSE,DEL,DELHI,M
INDIA UNLEASHED,SILICA MEDIA (P) LTD,DEL,DELHI,M
INDIA AWARENESS,SWARAN SINGH,DEL,DELHI,M
INDIAN VOTER,SURENDER KUMAR,DEL,DELHI,M
BLACK BELT INDIA TIMES,MADAN KUMAR,DEL,DELHI,M
BATTERYMEN INDIA,ARVIND MOHAN,DEL,DELHI,M
INDIAN BOOK SHELF,SH.J.B. BAXI,DEL,DELHI,M
CURRENT INDIAN COMPANIES ACT,LAW LITERATURE HOUSE,DEL,DELHI,M
SOUL OF INDIA,DAYA NAND VERMA,DEL,DELHI,M
INDIAN DOMINION,SATISH KUMAR SINGH,DEL,DELHI,M
INDIAN REAPER,SUSHIL WILLIAM SINGH,DEL,DELHI,M
ALL INDIA MOTORIST,INDISTRIAL AND TRADE PUBLICATION PVT LTD,DEL,DELHI,M
YOUTH OF INDIA,MAN MOHAN SINGH MUDDAR,DEL,DELHI,M
N.C.R. INDIA,DHARMENDRA KUMAR,DEL,DELHI,M
INDIA LOOK,ASIF KHAN,DEL,DELHI,OP
CHESS INDIA,NATIONAL CHESS TRUST OF INDIA,DEL,DELHI,OP
ALL INDIA ASSOCIATION OF CATHOLIC SCHOOL NEWS & VI,CELINE XAVIER,DEL,DELHI,OP
ROTOR INDIA,ROTARY WING SOCIETY OF INDIA,DEL,DELHI,Q
JOURNAL OF INDIAN ORTHODONTIC SOCIETY,INDIAN ORTHODONTIC SOCIETY,DEL,DELHI,Q
INDIAN BEHAVIOURAL SCIENCE ABSTRACTS,BEHAVIOURAL SCIENCES CENTRE,DEL,DELHI,Q
SANTIYA INDIA,ALL INDIA RADIO,DEL,DELHI,Q
ARTHSHASTRA INDIAN JOURNAL OF ECONOMICS & RESEARCH,ASSOCIATED MANAGEMENT CONSULTANTS PRIVATE LTD,DEL,DELHI,Q
DEAF IN INDIA,CONVENTION OF THE TEACHERS OF DEAF IN INDIA,DEL,DELHI,Q
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,PUBLICATION & INFORMATION DTE.C.S.I.R.,DEL,DELHI,Q
THE INDIAN BAKER,THE SOCIETY OF INDIAN BAKERS,DEL,DELHI,Q
ALL INDIA FEDERATION OF LOTTERY TRADE & ALLIED INDUSTRIES,ALL INDIA FEDERATION OF LOTTERY TRADE & ALLIED INDUSTRIES,DEL,DELHI,Q
INDIAN JOURNAL OF LEPROSY,HIND KUSHT NIVARAN SANGH,DEL,DELHI,Q
IP INDIAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL RESEARCH,IP INNOVATIVE PUBLICATION PVT. LTD.,DEL,DELHI,Q
REHABILITATION COUNCIL OF INDIA NEWS,REHABILITATION COUNCIL OF INDIA,DEL,DELHI,Q
ALL INDIA FEDERATION OF ASTROLOGERS'SOCIETIES RESEARCH JOURNAL OF ASTROLOGY,ARUN KUMAR BANSAL,DEL,DELHI,Q
INDIA AREA NEWSLETTER,THE COCA COLA EXTORT CORPORATION,DEL,DELHI,Q
INDIAN AUTHOR,AUTHOR'S GUILD OF INDIA,DEL,DELHI,Q
INDIAN PHYTOPATHOLOGY,INDIAN PHYTOPATHOLOGY I A R I NEW DELHI,DEL,DELHI,Q
THE INDIAN PRESS,INDIAN & EASTERN NEWSPAPERS SOCIETY,DEL,DELHI,Q
BULLETIN OF THE COUNCIL OF STATE BOARD FACULTIES OF INDIAN MEDICINE,COUNCIL OF STATE BOARDS & FACULTIES OF INDIAN MEDICINE,DEL,DELHI,Q
ELECTRICALS ELECTRONICS & TELCOMMUNICATION INDIA,"ENCEO TRADE PUBLICATION CORPS., NEW DELHI",DEL,DELHI,Q
FINE WINE & CHAMPAGNE INDIA,FINE PUBLISHING INDIA PVT. LTD.,DEL,DELHI,Q
INDIAN JOURNAL OF RESEARCH IN CAPITAL MARKETS,ASSOCIATED MANAGEMENT CONSULTANTS PVT.LTD,DEL,DELHI,Q
INDIAN JOURNAL OF DENTAL EDUCATION,ASHARFI LAL,DEL,DELHI,Q
EAN INDIA NEWSLETTER,"EAN INDIA, SOCIETY",DEL,DELHI,Q
INDIAN JOURNAL OF PUBLIC AUDIT & ACCOUNTABILITY,INSTITUTE OF PUBLIC AUDITORS OF INDIA,DEL,DELHI,Q
INDIAN JOURNAL OF PUBLIC ADMINISTRATION,INDIAN INSTITUTE OF PUBLIC ADMINISTRATION,DEL,DELHI,Q
BULLETIN OF THE ASSO FOR JAPANESE STUDENT IN INDIA,ASSOCIATION FOR JAPANESE STUDIES IN INDIA,DEL,DELHI,Q
MOTHER INDIA CHILDREN ABROAD,ANTERRASHTRIYA SAHYOG PARISHAD,DEL,DELHI,Q
INDIAN JOURNAL OF RHEUMATOLOGY,INDIAN RHEUMATOLOGY ASSOCIATION,DEL,DELHI,Q
IP INDIAN JOURNAL OF NEUROSCIENCES,IP INNOVATIVE PUBLICATION PVT. LTD.,DEL,DELHI,Q
INDIAN JOURNAL OF ECONOMY AND POLICY,INDIAN ECONOMIC ASSOCIATION,DEL,DELHI,Q
SEE INDIA,SH J.M.L BHATNAGAR,DEL,DELHI,Q
JOURNAL OF CHRISTIAN COLLEGES IN INDIA,REV PAUL VARGHESE,DEL,DELHI,Q
TECH TEX INDIA,SAMIR GUPTA,DEL,DELHI,Q
INDIAN ACADEMY OF CLINICAL MEDICINE JOURNAL,INDIAN ASSOCIATION OF CLINICAL MEDICINE,DEL,DELHI,Q
INDIAN REVIEW OF MANASEMENT & FUTURE,MRS PADMA SETH,DEL,DELHI,Q
THE INDIAN JOURNAL OF BANK MARKETING,FSRG CONSULTANTS PVT. LTD.,DEL,DELHI,Q
INDIA REVIEW OF PUBLIC AND COOPERATIVE ECONOMY,PADMA SETH,DEL,DELHI,Q
GLORY OF INDIA,NARENDRA PRAKASH JAIN,DEL,DELHI,Q
PHARMACY COUNCIL OF INDIA BULLETIN,PHARMACY COUNCIL OF INDIA,DEL,DELHI,Q
HABITAT INDIA,"NATIONAL BUILDINGS ORGANISATION, GOVT OF INDIA",DEL,DELHI,Q
JOURNAL OF THE INDIAN LAW INSTITUTE,INDIAN LAW INSTITUTE,DEL,DELHI,Q
IP INDIAN JOURNAL OF IMMUNOLOGY AND RESPIRATORY MEDICINE,IP INNOVATIVE PUBLICATION PVT.LIMITED.,DEL,DELHI,Q
THE PROPERTIES INDIA,SAAT TECHNOLOGIES PRIVATE LIMITED,DEL,DELHI,Q
INDIAN JOURNAL OF HEALTHCARE QUALITY AND MANAGEMENT,INDIAN HEALTH CARE QUALITY FORUM,DEL,DELHI,Q
INDIAN ECONOMIC PANORAMA,VIMLA BAKSHI,DEL,DELHI,Q
INDIAN ESTATE DUTY JOURNAL,S.R. BHARGAVA & V K BHARAGAVA,DEL,DELHI,Q
INDIAN JOURNAL OF MATHEMATICS EDUCATION,DELHI ASSOCIATION OF MATHEMATICS TEACHERS,DEL,DELHI,Q
INDIAN JOURNAL OF AGSONOMY,INDIAN SOCIETY OF AGRONOMY,DEL,DELHI,Q
INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,NATIONAL INSTITUTE OF SCIENCE COMMUNICATION AND INFORMATION RESOURCE,DEL,DELHI,Q
INDIAN ADMINISTRATION AND MANAGEMENT REVIEW,PADMA SETH,DEL,DELHI,Q
JOURNAL OF THE INDIAN ROADS CONGRESS,INDIAN ROADS CONGRESS,DEL,DELHI,Q
INDIAN JOURNAL OF INTERNATIONAL LAW,INDIAN SOCIETY OF INTERNATIONAL LAW,DEL,DELHI,Q
INDIAN JOURNAL OF PHYSIOTHERAPY AND OCUPATIONAL THERAPY,ARCHNA SHARMA,DEL,DELHI,Q
INDIAN ECONOMY,PREM NATH,DEL,DELHI,Q
W W F INDIA,W. W. F INDIA,DEL,DELHI,Q
AMC INDIAN JOURNAL OF ENTREPRENEURSHIP,ASSOCIATED MANAGEMENT CONSULTANTS PVT LTD,DEL,DELHI,Q
INDIAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,ASHARFI LAL,DEL,DELHI,Q
EDU INNOVATION NEWSLETTER OF THE DEVL GROUP INDIA,SECRETARY NCERT,DEL,DELHI,Q
PRATIBHA INDIA,ARUNA SITESH,DEL,DELHI,Q
INDIA TODAY PLUS,"LIVING MEDIA INDIA LTD, DELHI",DEL,DELHI,Q
INDIAN LIBRARY ASSOCIATION BULLETIN,INDIAN PUBLIC LIBRARY ASSOCIATION,DEL,DELHI,Q
INDIAN JOURNAL OF LABOUR ECONOMICS,THE INDIAN SOCIETY OF LABOUR ECONOMICS,DEL,DELHI,Q
THE INDIAN JOURNAL OF CRIMINOLOGY & CRIMINALISTICS,"MINISTRY OF HOME AFFAIRS, CENTRAL GOVT.",DEL,DELHI,Q
INDIAN JOURNAL OF PATHOLOGY &MICROBIOLOGY,INDIAN ASSOCIATION OF PATHOLOGISTS & MICROBIOLOGISTS,DEL,DELHI,Q
INDIAN JOURNAL OF ANIMAL SCIENCES,INDIAN COUNCIL OF AGRICULTURAL RESEARCH,DEL,DELHI,Q
INDIAN ADVOCATE,BAR ASSOCIATION OF INDIA,DEL,DELHI,Q
PARYAVARAN ENVIRONMENT NEWS INDIA,"DEPTT. OF ENVIRONMENT, GOVT OF INDIA",DEL,DELHI,Q
INDIAN LAW QUARTERLY REVIEW,DAULAT RAM PREM,DEL,DELHI,Q
INDIAN JOURNAL OF ENTOMOLOGY,ENTOMOLOGICAL SOCIETY OF INDIA,DEL,DELHI,Q
INDIAN JOURNAL OF POULTRY SERVICE,INDIAN POULTRY SCIENCE,DEL,DELHI,Q
INDIAN JOURNAL OF YOUTH AFFAISA,INDIAN YOUTH CENTRE TRUST,DEL,DELHI,Q
HEALTHY INDIA INITIATIVE,CENTRAL HEALTH EDUCATION BUREAU,DEL,DELHI,Q
THE INDIAN POLITICAL SCIENCE REVIEW,DR. HARNAM SINGH,DEL,DELHI,Q
INDIAN GIFTWARE JOURNAL,PARDUMAN KRISHNA BHANOT,DEL,DELHI,Q
INDIAN FISHERIES BULLETIN,GOVT. MINISTRY OF AGRICULTURE,DEL,DELHI,Q
THE INDIAN JUNIOR,INDIAN RED CROSS SOCIETY,DEL,DELHI,Q
INDIAN PROSPERITY,JASWANT SINGH,DEL,DELHI,Q
HEALTHY INDIA CHRONICLE,AMITAV JOYPRAKASH CHOUDHURY,DEL,DELHI,Q
INDIAN AND EUROPEAN COMMUNITY,N.L. PANDE,DEL,DELHI,Q
NEWSLETTER OF INDIAN SOCIETY OF COLPOSCOPY & CERVICAL PATHOLOGY,INDIAN SOCIETY OF COLPOSCOPY AND CERVICAL PATHOLOGY,DEL,DELHI,Q
THE RISING SUN OF INDIA,GYANESH KR SHARMA,DEL,DELHI,Q
INDIAN EDUCATION ABSTRACTS,"CENTRAL SECRETARIAT LIBRARY, MINSTRY OF EDUCATION",DEL,DELHI,Q
INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,INDIAN ECONOMIC AND SOCIAL HISTORY ASSOCIATION,DEL,DELHI,Q
INDIAN DISSERTATION ABSTRACTS,INDIAN COUNCIL OF SOCIAL SCIENCE RESEARCH,DEL,DELHI,Q
INDIAN EDU MATERIAL ANOTATED QUART. BIBLIOGRAPHY,INDIAN NATIONAL SCIENTIFIC DOCUMENTATION CENTRE,DEL,DELHI,Q
INDIAN COOPERATIVE REVIEW,THE NATIONAL COOPERATIVE UNION OF INDIA,DEL,DELHI,Q
ANNALS OF THE INDIAN ACADEMY OF MEDICAL SCIENCE,INDIAN ACADEMY OF ME,DEL,DELHI,Q
NATIVE INDIA,VED PRAKASH,DEL,DELHI,Q
IAP NEWS-THE NEWSLETTER OF THE INDIAN ASS.OF PHYSI,THE INDIAN ASSOCIATION OF PHYSIOTHERAPISTS,DEL,DELHI,Q
RECORDS OF THE ZOOLOGICAL SURVEY OF INDIA,GOVT. OF INDIA PUBLICATION,DEL,DELHI,Q
INDIA INTERNATIONAL CENTRE NEWS BULLETIN,V. V. SASTRI,DEL,DELHI,Q
NEW THEME ON RUSSIAN-INDIAN AFFAIRS,EMBASSY OF RUSSIAN,DEL,DELHI,Q
THE INDIAN TOURIST TRADE JOURNAL,B. D. SHARMA,DEL,DELHI,Q
INDIAN JOURNAL OF METEOROLOGY AND GEOPHYSICS,INDIAN METEOROLOGICAL DEPTT.,DEL,DELHI,Q
TRANSPARENCY INTERNATIONAL INDIA,TRANSPARENCY INTERNATIONAL INDIA,DEL,DELHI,Q
INDIAN ART DIRECTION,ARAVIND TEKI,DEL,DELHI,Q
INDIAN JOURNAL OF FINANCE AND RESEARCH,G.L. SHARMA,DEL,DELHI,Q
MAPAN JOURNAL OF METROLOGY SOCIETY OF INDIA,METROLOGY SOCIETY OF INDIA,DEL,DELHI,Q
IP INDIAN JOURNAL OF CLINICAL AND EXPERIMENTAL DERMATOLOGY,IP INNOVATIVE PUBLICATION PVT.LIMITED.,DEL,DELHI,Q
INDIAN GEOTECHNICAL JOURNAL,INDIAN GEOTECHNICAL SOCIETY,DEL,DELHI,Q
INDIAN AGRONOMY NEWS,INDIAN SOCIETY OF AGRONOMY,DEL,DELHI,Q
INDIAN JOURNAL OF BIOTECHNOLOGY,NATIONAL INSTITUTE OF SCIENCE COMMUNICATION AND INFORMATION RESOURCES,DEL,DELHI,Q
INTERNATIONAL INDIAN OCEAN EXPEDITION NEWSLETTER,INDIAN NATIONAL COMMITTEE ON OCEANIC RESEARCH,DEL,DELHI,Q
ROAD SAFETY IN INDIA,SURJAN S SEHAN,DEL,DELHI,Q
INDIAN JOURMAL OF RADIOLOGY,INDIAN RADIOLOGICAL ASSOCIATION,DEL,DELHI,Q
INDIAN JOURNAL OF INDUSTRIAL RELATIONS,SHRI RAM CENTRE FOR INDUSTRIAL RELATIONS,DEL,DELHI,Q
JOUNRALOF THE UNITED SERVICE INSTITUTION OF INDIA,COUNCIL OF UNITED SERVICE INDSTITUTION OF INDIA,DEL,DELHI,Q
INDIA QUARTERLY,INDIAN COUNCIL OF WORLD AFFAIRS,DEL,DELHI,Q
INDIAN JOURNAL OF CHEMICAL EDUCATION,NATIONAL COUNCIL OF SCIENCE EDUCATION,DEL,DELHI,Q
S KARGER INDIA BOOK NEWS,DR K K GHOSH,DEL,DELHI,Q
INDIAN EXPORT PRODUCTS,M/S GREENWORLD COMMUNICATIONS,DEL,DELHI,Q
THE INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,INDIAN SOCIETYOF GENETICS & PLANT BREEDING,DEL,DELHI,Q
INDIAN JOURNAL OF ADULT EDUCATION,INDIAN ADULT EDUCATION ASSOCIATION,DEL,DELHI,Q
INDIAN POTASH JOURNAL,"INDIAN POTASH LTD,",DEL,DELHI,Q
INDIAN CURRENT AFFAIRS,M R MALHOTRA,DEL,DELHI,Q
FINANCE INDIA,INDIAN INSTITUTE OF FINANCE,DEL,DELHI,Q
ESTETICA INDIA,M/S MAXPOSURE MEDIA GROUP INDIA PVT. LTD.,DEL,DELHI,Q
GLOBAL CANCER CONCERN INDIA NEWS LETTER,GLOBAL CANCER CONCERN INDIA,DEL,DELHI,Q
THE NEW WORLD CURRENT NEWS INDIA,ANIS UR REHMAN,DEL,DELHI,Q
THE INDIAN TRADER AND MANUFACTURER,SURJAN SINGH SEHAN,DEL,DELHI,Q
INDIA INTERNATIONAL CENTRE QUARTERLY,INDIA INTERNATIONAL CENTRE,DEL,DELHI,Q
PUBLIC RELATIONS JOURNAL OF INDIA,ROSHAN LAL,DEL,DELHI,Q
THINK INDIA,AMIT GOEL,DEL,DELHI,Q
PPMPL INDIAN JOURNAL OF NURSING SCIENCE & PRACTICE,PERIODICAL PUBLICATIONS & MEDIA PVT. LTD.,DEL,DELHI,Q
EXPAT INDIA,AJAY GORVER,DEL,DELHI,Q
EXPATRIATE INDIA,AJAY GORVER,DEL,DELHI,Q
JISTA (JOURNAL OF INDIAN SCIENTIFIC TRANSLATORS ASSOCIATION),INDIAN SCIENTIFIC TRANSLATORS ASSOCIATION,DEL,DELHI,Q
TOOLS INDIA,V.P.GUPTA,DEL,DELHI,Q
RENCONTRE AVEC L'INDIA,INDIAN COUNCIL FOR CULTURAL RELATIONS,DEL,DELHI,Q
JOURNAL OF THE BAR COUNCIL OF INDIA,THE BAR COUNCIL OF INDIA,DEL,DELHI,Q
INDIAN JOURNAL OF PLANT PHYSIOLOGY,INDIAN SOCIETY FOR PLANT PHYISIOLOGY,DEL,DELHI,Q
INDIAN LIBRARY REFRESHER,SUMIT SETHI,DEL,DELHI,Q
HELPAGE INDIA NEWS,HELPAGE INDIA,DEL,DELHI,Q
INDIAN JOURNAL OF MALARIOLOGY,"MALARIA RESEARCH CENTRE, I.C.M.R.",DEL,DELHI,Q
INDIAN HORTICULTURE,INDIAN COUNCIL OF AGRICULTURAL RESEARCH,DEL,DELHI,Q
INDIAN NATIONAL COMMISSION FOR UNESCO NEWS LETTER,MINISTRY OF EDUCATION,DEL,DELHI,Q
JOURNAL OF A.P.T.I (INDIA),ASSOCIATION OF THE PRINCIPAL OF TECHNICAL INSTITUTIONS (INDIA),DEL,DELHI,Q
THE INDIAN JOURNAL OF TUBERCULOSIS,TUBERCULOSIS ASSOCIATION OF INDIA,DEL,DELHI,Q
INDIAN JOURNAL OF TRAINING AND DEVELOPMENT,IDNIAN SOCIETY FOR TRANING & DEVELOPMENT,DEL,DELHI,Q
COMPUTER SHOPPER INDIA,YOUNGMEN PRINTERS & PUBLISHERS PVT LTD,DEL,DELHI,Q
HEAL INDIA,VIJAY GUGLANI ON B/O. HEALTH INFORMATICS,DEL,DELHI,Q
GROUND REPORT INDIA,VIVEK UMRAO,DEL,DELHI,Q
JOURNAL OF THE FEDARATION OF KENNEL CLUBS OF INDIA,THE FEDARATION OF KENNEL CLUBS OF INDIA,DEL,DELHI,Q
NEW INDIAN JOURNAL OF SURGERY,ASHARFI LAL,DEL,DELHI,Q
POPELES DE LA INDIA,INDIA COUNCIL FOR CULTERAL RELATION,DEL,DELHI,Q
NEWSLETTER INDIAN SOCIETY OF AUTHORS,THE INDIAN SOCIETY OF AUTHORS,DEL,DELHI,Q
HOSPITALITY INDIA,RAMAN JYOTI KALRA,DEL,DELHI,Q
INDIAN JOURNAL OF FORENSIC ODONTOLOGY,ASHRAFI LAL,DEL,DELHI,Q
THE INDIAN POLICE JOURNAL,"GOVERNMENT OF INDIA, MINISTRY OF HOME AFFIARS",DEL,DELHI,Q
THE INDIAN JOURNAL OF CHEST DISEASES,"PATEL CHEST INSTITUTE, DELHI",DEL,DELHI,Q
INDIAN JOURNAL OF NATURAL PRODUCTS AND RESOURCES,NATIONAL INSTITUTE OF SCIENCE COMMUNICATION AND INFORMATION RESOURCES,DEL,DELHI,Q
INDIAN JOURNAL OF TRAUMA AND EMERGENCY PEDIATRICS,RED FLOWER PUBLICATION PVT.LTD,DEL,DELHI,Q
INDIAN TABLE TENNIS,TABLE TENNIS FEDERATION OF INDIA,DEL,DELHI,Q
URBAN INDIA,M.N. BUCH,DEL,DELHI,Q
MARXISM TODAY AN INDIAN DIMN OF A UNIV PHILOSOPHY,D PREMPATI,DEL,DELHI,Q
NEWSLETTER OF ALL INDIA BREAD MANUFACTURERS ASSOCIATION,ALL INDIA BREAD MANUFACTURER ASSOCIATION,DEL,DELHI,Q
IP INDIAN JOURNAL OF CONSERVATIVE AND ENDODONTICS,IP INNOVATIVE PUBLICATION PVT LTD,DEL,DELHI,Q
INDIAN RED CROSS JOURNAL,INDIAN RED CROSS SOCIETY,DEL,DELHI,Q
INDIAN WOMEN &HOME,MUS MIRA GHOSH,DEL,DELHI,Q
JOURNAL OF THE ALL INDIA INST. OF MEDICAL SCIENCES,ALL INDIA INSTITUTE OF MEDICAL SCIENCE NEW DELHI,DEL,DELHI,Q
INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,"PUBLICATION & INFORMATION DIRECTORATE, CSIR",DEL,DELHI,Q
RECENT INDIAN BOOKS,THE FEDRATION OF PUBLISHERS AND BOOKSELLERS ASSOCIATION OF INDIA,DEL,DELHI,Q
INTERNATIONAL HYDROLOGICAL DECADE NEWSLETTER INDIA,SUKUMAR BANERJI,DEL,DELHI,Q
INDIA AND THE WORLD,MALHOTRA BROS,DEL,DELHI,Q
EXPLORE INDIA,SANJEET,DEL,DELHI,Q
CARITAS INDIA QUARTERY,CARITAS INDIA,DEL,DELHI,Q
INDIAN RETAIL,SHAILESH KUMAR PANDEY,DEL,DELHI,Q
MESSAGE OF INDIA,BHARAT SADHU SAMAJ,DEL,DELHI,Q
JOURNAL OF THE AERONAUTICAL SOCIETY OF INDIA,AERONAUTICAL SOCIETY OF INDIA,DEL,DELHI,Q
MINORITY INDIA,ABDUL QAYOOM KHAN,DEL,DELHI,Q
IP INDIAN JOURNAL OF ANATOMY AND SURGERY OF HEAD NECK AND BRAIN,IP INNOVATIVE PUBLICATION PVT.LIMITED.,DEL,DELHI,Q
INDIAN EXPORTER,EXPORT PUBLICITY (INDIA) PVT. LTD.,DEL,DELHI,Q
INDIAN JOURNAL OF EXTENSION EDUCATION,THE INDIAN SOCIETY OF EXTENSION EDUCATION,DEL,DELHI,Q
PRODUCER INDIA,M. S. PUJARI,DEL,DELHI,Q
CWC INTERDISCIPLINARY JOURNAL OF WAQF INDIA,CENTRAL WAQF COUNCIL,DEL,DELHI,Q
CONTEMPORARY INDIAN LITERATURE,S. LAKSHMAN SHASTRY,DEL,DELHI,Q
THE INDIAN COW,ASHA SWAMI,DEL,DELHI,Q
CROPS IN INDIA,M/S AGRO-SUNICO (MRS H K TIWARI),DEL,DELHI,Q
INDIAN JOURNAL OF COMMERCE,INDIAN COMMERCE ASSOCIATION,DEL,DELHI,Q
THE INDIAN JOURNAL OF GENDER STUDIES,"SAGE PUBLICATIONS INDIA PVT. LTD.,",DEL,DELHI,THY
INDIAN LANGUAGE,RAJESH KUMAR JAIN,DEL,DELHI,TWW
ALL INDIA EMPLOYMENT INFORMATION BUREAU NEWSLETTER,ALL INDIA EMPLOYMENT INFORMATION BUREAU,DEL,DELHI,TWW
MATURE INDIA,RAVI KANT SHUKLA,DEL,DELHI,W
THE SUNDAY INDIAN,ARINDAM CHAUDHURI,DEL,DELHI,W
SUPER INDIA VYAPAR NEWS,R.L.VERMA,DEL,DELHI,W
NEWS 36 INDIA,ASHISH DIXIT,DEL,DELHI,W
CHARCHIT INDIA NEWS,TRILOKI SHARMA,DEL,DELHI,W
JANLOK INDIA TIMES,SURAJ SINGH,DEL,DELHI,W
SANDESH INDIA,PAWAN K PATEL,DEL,DELHI,W
WEEKLY BULLETIN INDIAN NATIONAL CONGRESS,INDIAN NATIONAL CONGRESS,DEL,DELHI,W
THE SUNDAY INDIAN,ARINDAM CHAUDHURI,DEL,DELHI,W
THE SUNDAY INDIAN,ARINDAM CHAUDHURI,DEL,DELHI,W
COMMODITIES INDIA,SHRI KRISHAN,DEL,DELHI,W
AINA INDIA,SHAMA PARVIN SAIFI,DEL,DELHI,W
INDIA ABROAD EXPRESS,RAM CHANDRA SHARMA,DEL,DELHI,W
LAW REPORTS OF INDIA,MANUPATRA INFORMATION SOLUTIONS PVT LTD,DEL,DELHI,W
SUPER INDIA RAILWAY TIMES,R.L. VERMA,DEL,DELHI,W
